customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent,snapshot_date,churn_next_60d,split,pre_snapshot_orders,pre_snapshot_spend,avg_order_value,avg_discount,return_rate,returned_orders,avg_rating,categories_bought,last_order_date,recency_days,ticket_count,negative_ticket_rate,avg_resolution_hours,reopened_rate,snapshot_date_web,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,snapshot_date_campaign,last_campaign_received,last_campaign_cost,manual_priority_bucket,loyalty_status,skin_status,days_since_signup
CUST00929,2025-07-12,Tier 3,18-24,Organic,,Baby Care,,Yes,2025-09-30,0,test,1,325.51,325.51,0.11,0.0,0,5.0,1,2025-08-18,43,0.0,0.0,0.0,0.0,2025-09-30,5,27,3,1,2,7,1,10,2025-09-30,bundle_discount,18,medium,Not enrolled,Missing,80
CUST00930,2025-03-13,Tier 3,25-34,Referral,Gold,Skin Care,Combination,Yes,2025-09-30,0,validation,4,2336.4900000000002,584.1225000000001,0.355,0.25,1,4.25,3,2025-08-02,59,1.0,1.0,29.5,0.0,2025-09-30,9,26,1,1,1,5,0,8,2025-09-30,none,25,medium,Gold,Combination,201
CUST00931,2025-08-17,Tier 1,25-34,Referral,,Skin Care,Combination,Yes,2025-09-30,0,train,1,1030.44,1030.44,0.36,0.0,0,5.0,1,2025-08-31,30,0.0,0.0,0.0,0.0,2025-09-30,11,47,2,2,1,3,0,9,2025-09-30,bundle_discount,0,low,Not enrolled,Combination,44
CUST00932,2025-06-14,Tier 1,25-34,Instagram,Gold,Baby Care,Sensitive,Yes,2025-09-30,1,test,1,688.68,688.68,0.2,1.0,1,2.0,1,2025-07-09,83,1.0,1.0,2.4,0.0,2025-09-30,12,71,3,1,1,2,0,29,2025-09-30,welcome_offer,40,high,Gold,Sensitive,108
CUST00933,2024-03-03,Tier 2,18-24,Referral,Silver,Makeup,Normal,Yes,2025-09-30,1,validation,3,2102.12,700.7066666666666,0.22666666666666666,0.0,0,4.666666666666667,2,2025-03-09,205,0.0,0.0,0.0,0.0,2025-09-30,0,0,0,0,0,4,0,41,2025-09-30,none,18,high,Silver,Normal,576
CUST00934,2024-06-07,Tier 1,25-34,Influencer,,Hair Care,,Yes,2025-09-30,1,train,10,6237.47,623.7470000000001,0.258,0.1,1,4.5,4,2025-08-17,44,3.0,0.3333333333333333,23.5,0.3333333333333333,2025-09-30,4,20,0,1,0,5,1,15,2025-09-30,free_shipping,25,medium,Not enrolled,Missing,480
CUST00935,2025-06-16,Tier 1,18-24,Referral,Gold,Hair Care,Oily,No,2025-09-30,0,train,5,3594.4,718.88,0.352,0.0,0,4.4,2,2025-09-02,28,0.0,0.0,0.0,0.0,2025-09-30,7,40,1,1,1,0,0,9,2025-09-30,none,12,low,Gold,Oily,106
CUST00936,2024-08-28,Tier 2,35-44,Organic,Silver,Fragrance,Normal,Yes,2025-09-30,0,train,2,2188.31,1094.155,0.18,0.0,0,3.0,2,2025-08-26,35,1.0,1.0,14.3,0.0,2025-09-30,3,16,2,0,1,8,1,3,2025-09-30,none,18,medium,Silver,Normal,398
CUST00937,2024-09-03,Tier 2,18-24,Referral,,Skin Care,,Yes,2025-09-30,1,train,5,3342.44,668.488,0.16999999999999998,0.0,0,3.8,3,2025-05-27,126,1.0,1.0,40.5,1.0,2025-09-30,2,7,1,0,0,8,2,10,2025-09-30,free_shipping,0,high,Not enrolled,Missing,392
CUST00938,2025-01-30,Tier 1,35-44,Google Search,,Skin Care,Combination,Yes,2025-09-30,1,test,3,4729.23,1576.4099999999999,0.2933333333333334,0.0,0,4.0,3,2025-09-04,26,1.0,1.0,34.4,0.0,2025-09-30,2,8,1,0,0,0,0,0,2025-09-30,new_launch,0,medium,Not enrolled,Combination,243
CUST00939,2025-03-31,Tier 3,18-24,Influencer,,Makeup,Sensitive,Yes,2025-09-30,0,train,1,560.91,560.91,0.18,0.0,0,2.0,1,2025-09-21,9,0.0,0.0,0.0,0.0,2025-09-30,7,25,3,1,1,6,2,0,2025-09-30,none,0,low,Not enrolled,Sensitive,183
CUST00940,2024-08-03,Tier 2,25-34,Google Search,,Baby Care,Sensitive,Yes,2025-09-30,0,train,2,1727.24,863.62,0.14500000000000002,1.0,2,3.5,2,2025-02-06,236,2.0,1.0,31.450000000000003,0.0,2025-09-30,0,0,0,0,0,1,0,49,2025-09-30,new_launch,18,high,Not enrolled,Sensitive,423
CUST00941,2024-05-23,Tier 2,25-34,Google Search,,Wellness,,Yes,2025-09-30,1,train,5,3758.0600000000004,751.6120000000001,0.294,0.0,0,4.8,4,2025-03-31,183,2.0,1.0,22.349999999999998,0.0,2025-09-30,6,17,0,1,0,2,1,46,2025-09-30,welcome_offer,12,high,Not enrolled,Missing,495
CUST00942,2025-06-03,Tier 2,35-44,Instagram,,Wellness,Sensitive,Yes,2025-09-30,1,test,1,407.18,407.18,0.35,1.0,1,2.0,1,2025-09-23,7,1.0,1.0,51.1,0.0,2025-09-30,4,18,2,1,1,4,1,5,2025-09-30,bundle_discount,25,medium,Not enrolled,Sensitive,119
CUST00943,2024-06-11,Tier 2,25-34,Referral,Silver,Hair Care,Dry,No,2025-09-30,1,train,5,3965.95,793.1899999999999,0.304,0.0,0,3.8,4,2024-10-19,346,0.0,0.0,0.0,0.0,2025-09-30,2,8,1,0,0,0,0,60,2025-09-30,free_shipping,25,high,Silver,Dry,476
CUST00944,2024-06-27,Tier 1,35-44,Influencer,Gold,Skin Care,Sensitive,Yes,2025-09-30,1,test,6,4456.65,742.775,0.24833333333333332,0.16666666666666666,1,3.1666666666666665,3,2025-07-18,74,1.0,1.0,9.8,0.0,2025-09-30,1,5,0,0,0,3,1,15,2025-09-30,free_shipping,25,high,Gold,Sensitive,460
CUST00945,2025-09-13,Tier 1,25-34,Instagram,,Hair Care,Dry,No,2025-09-30,0,train,1,1143.18,1143.18,0.14,0.0,0,5.0,1,2025-09-26,4,0.0,0.0,0.0,0.0,2025-09-30,5,30,1,1,0,0,0,0,2025-09-30,free_shipping,25,low,Not enrolled,Dry,17
CUST00946,2025-03-24,Tier 1,35-44,Marketplace,,Baby Care,Dry,Yes,2025-09-30,1,train,1,542.29,542.29,0.39,0.0,0,4.0,1,2025-04-10,173,0.0,0.0,0.0,0.0,2025-09-30,4,22,2,0,0,13,5,35,2025-09-30,free_shipping,18,high,Not enrolled,Dry,190
CUST00947,2024-02-04,Tier 3,35-44,Google Search,,Baby Care,Oily,Yes,2025-09-30,0,validation,9,8603.45,955.938888888889,0.16333333333333333,0.1111111111111111,1,4.625,4,2025-08-20,41,2.0,1.0,24.950000000000003,0.0,2025-09-30,0,0,0,0,0,1,0,19,2025-09-30,none,25,medium,Not enrolled,Oily,604
CUST00948,2025-06-24,Tier 3,25-34,Referral,,Hair Care,Normal,No,2025-09-30,1,validation,1,923.64,923.64,0.1,0.0,0,5.0,1,2025-07-13,79,0.0,0.0,0.0,0.0,2025-09-30,11,58,2,3,1,0,0,19,2025-09-30,free_shipping,12,high,Not enrolled,Normal,98
CUST00949,2025-01-20,Tier 2,35-44,Instagram,,Skin Care,Combination,Yes,2025-09-30,1,test,2,1269.04,634.52,0.14500000000000002,0.0,0,4.0,2,2025-05-23,130,0.0,0.0,0.0,0.0,2025-09-30,2,8,0,1,0,0,0,17,2025-09-30,none,18,high,Not enrolled,Combination,253
CUST00950,2024-10-23,Tier 1,45+,Marketplace,,Fragrance,Sensitive,Yes,2025-09-30,1,train,3,3765.9,1255.3,0.16666666666666666,0.0,0,3.6666666666666665,3,2025-03-05,209,1.0,1.0,17.8,0.0,2025-09-30,5,15,1,1,0,0,0,50,2025-09-30,bundle_discount,25,high,Not enrolled,Sensitive,342
CUST00951,2025-05-27,Tier 2,25-34,Referral,Gold,Baby Care,Sensitive,Yes,2025-09-30,0,train,1,602.19,602.19,0.12,0.0,0,5.0,1,2025-07-30,62,0.0,0.0,0.0,0.0,2025-09-30,6,32,2,0,1,6,2,6,2025-09-30,new_launch,0,medium,Gold,Sensitive,126
CUST00952,2024-03-01,Tier 2,18-24,Marketplace,Gold,Makeup,Oily,Yes,2025-09-30,0,validation,8,4710.47,588.80875,0.33625,0.0,0,4.0,5,2025-08-19,42,0.0,0.0,0.0,0.0,2025-09-30,16,73,6,2,4,11,4,13,2025-09-30,none,0,medium,Gold,Oily,578
CUST00953,2024-02-06,Tier 1,25-34,Google Search,Silver,Wellness,Normal,Yes,2025-09-30,0,train,3,1925.94,641.98,0.38999999999999996,0.3333333333333333,1,3.0,3,2025-09-21,9,1.0,1.0,39.3,1.0,2025-09-30,5,18,3,1,1,4,2,0,2025-09-30,new_launch,40,low,Silver,Normal,602
CUST00954,2025-05-23,Tier 2,25-34,Referral,,Fragrance,Dry,Yes,2025-09-30,0,test,2,769.86,384.93,0.475,0.0,0,3.5,2,2025-09-05,25,0.0,0.0,0.0,0.0,2025-09-30,12,44,5,3,2,6,2,5,2025-09-30,bundle_discount,25,low,Not enrolled,Dry,130
CUST00955,2025-07-01,Tier 1,25-34,Marketplace,,Hair Care,Combination,No,2025-09-30,1,test,2,748.92,374.46,0.145,0.0,0,4.0,2,2025-07-29,63,0.0,0.0,0.0,0.0,2025-09-30,4,17,1,1,0,0,0,16,2025-09-30,none,25,medium,Not enrolled,Combination,91
CUST00956,2024-05-21,Tier 1,18-24,Marketplace,Gold,Hair Care,Sensitive,Yes,2025-09-30,0,train,7,5800.25,828.6071428571429,0.3028571428571429,0.0,0,3.7142857142857144,2,2025-08-30,31,2.0,1.0,20.35,0.5,2025-09-30,10,52,1,1,0,3,1,15,2025-09-30,bundle_discount,12,medium,Gold,Sensitive,497
CUST00957,2024-08-20,Tier 2,25-34,Organic,,Skin Care,Oily,No,2025-09-30,0,train,3,1481.5,493.8333333333333,0.26,0.3333333333333333,1,3.6666666666666665,3,2025-08-24,37,1.0,1.0,28.3,0.0,2025-09-30,5,26,2,1,1,0,0,6,2025-09-30,free_shipping,12,medium,Not enrolled,Oily,406
CUST00958,2025-03-25,Tier 1,18-24,Google Search,Silver,Skin Care,Sensitive,Yes,2025-09-30,1,train,2,1033.42,516.71,0.27,0.0,0,4.5,2,2025-04-23,160,1.0,0.0,7.1,0.0,2025-09-30,2,6,1,0,1,1,0,23,2025-09-30,bundle_discount,12,high,Silver,Sensitive,189
CUST00959,2024-03-19,Tier 2,25-34,Referral,Silver,Hair Care,Dry,Yes,2025-09-30,1,train,7,3865.13,552.1614285714286,0.3085714285714286,0.14285714285714285,1,3.4285714285714284,3,2025-07-29,63,1.0,1.0,15.8,0.0,2025-09-30,0,0,0,0,0,1,0,20,2025-09-30,welcome_offer,25,medium,Silver,Dry,560
CUST00960,2024-09-07,Tier 1,25-34,Marketplace,,Skin Care,Combination,Yes,2025-09-30,1,train,4,3772.4900000000002,943.1225000000001,0.2125,0.25,1,4.0,3,2025-05-07,146,2.0,0.5,15.35,0.0,2025-09-30,1,3,0,0,0,0,0,16,2025-09-30,free_shipping,25,high,Not enrolled,Combination,388
CUST00961,2024-05-20,Tier 2,35-44,Google Search,,Skin Care,,No,2025-09-30,0,validation,6,4247.5599999999995,707.9266666666666,0.35333333333333333,0.16666666666666666,1,3.1666666666666665,5,2025-05-02,151,1.0,1.0,7.3,0.0,2025-09-30,2,6,0,0,0,0,0,43,2025-09-30,welcome_offer,18,high,Not enrolled,Missing,498
CUST00962,2025-04-09,Tier 1,45+,Organic,,Baby Care,Sensitive,No,2025-09-30,1,train,1,349.41,349.41,0.26,1.0,1,5.0,1,2025-09-08,22,1.0,1.0,32.9,0.0,2025-09-30,9,52,2,0,1,0,0,19,2025-09-30,none,18,medium,Not enrolled,Sensitive,174
CUST00963,2025-05-22,Tier 1,18-24,Referral,,Hair Care,,Yes,2025-09-30,1,train,1,641.2,641.2,0.34,0.0,0,5.0,1,2025-06-19,103,0.0,0.0,0.0,0.0,2025-09-30,9,35,4,3,1,8,1,20,2025-09-30,welcome_offer,12,high,Not enrolled,Missing,131
CUST00964,2024-12-22,Tier 3,45+,Marketplace,,Fragrance,Sensitive,No,2025-09-30,1,train,3,2167.08,722.36,0.25,0.0,0,4.0,3,2025-02-23,219,0.0,0.0,0.0,0.0,2025-09-30,0,0,0,0,0,0,0,47,2025-09-30,none,0,high,Not enrolled,Sensitive,282
CUST00965,2025-03-20,Tier 3,35-44,Influencer,Silver,Fragrance,Normal,Yes,2025-09-30,0,train,2,507.14,253.57,0.31,0.0,0,4.0,1,2025-09-22,8,2.0,0.5,10.6,0.0,2025-09-30,5,27,1,1,0,1,0,1,2025-09-30,none,18,medium,Silver,Normal,194
CUST00966,2025-07-01,Tier 2,25-34,Referral,,Skin Care,Combination,Yes,2025-09-30,0,test,1,2196.79,2196.79,0.3,0.0,0,5.0,1,2025-08-21,40,1.0,0.0,49.6,0.0,2025-09-30,4,15,1,1,1,4,2,19,2025-09-30,welcome_offer,18,medium,Not enrolled,Combination,91
CUST00967,2024-10-14,Tier 3,35-44,Instagram,,Baby Care,Sensitive,Yes,2025-09-30,1,validation,2,2065.27,1032.635,0.29000000000000004,0.5,1,3.0,2,2025-02-24,218,1.0,1.0,1.0,0.0,2025-09-30,2,7,0,0,0,5,0,53,2025-09-30,new_launch,40,high,Not enrolled,Sensitive,351
CUST00968,2024-09-13,Tier 3,35-44,Marketplace,,Baby Care,Sensitive,No,2025-09-30,1,train,6,6505.79,1084.2983333333334,0.29,0.0,0,3.5,3,2025-06-24,98,1.0,1.0,27.3,0.0,2025-09-30,12,47,2,4,1,0,0,4,2025-09-30,new_launch,0,high,Not enrolled,Sensitive,382
CUST00969,2024-01-10,Tier 3,25-34,Referral,Gold,Skin Care,Oily,Yes,2025-09-30,0,train,4,2654.59,663.6475,0.3025,0.0,0,4.75,3,2025-08-30,31,1.0,1.0,20.0,0.0,2025-09-30,14,68,1,3,1,9,4,16,2025-09-30,bundle_discount,40,low,Gold,Oily,629
CUST00970,2024-03-06,Tier 1,25-34,Organic,,Hair Care,Dry,Yes,2025-09-30,1,train,3,1607.64,535.88,0.41,0.0,0,4.333333333333333,2,2025-03-26,188,1.0,0.0,2.9,0.0,2025-09-30,6,18,2,0,1,6,3,15,2025-09-30,none,40,high,Not enrolled,Dry,573
CUST00971,2024-04-27,Tier 1,25-34,Referral,,Hair Care,Normal,Yes,2025-09-30,0,train,8,5099.62,637.4525,0.285,0.0,0,4.0,5,2025-07-30,62,1.0,1.0,1.6,0.0,2025-09-30,20,119,3,3,1,8,2,9,2025-09-30,free_shipping,25,medium,Not enrolled,Normal,521
CUST00972,2024-09-20,Tier 3,18-24,Organic,,Skin Care,Dry,Yes,2025-09-30,0,train,5,5941.2,1188.24,0.27799999999999997,0.0,0,3.4,4,2025-07-28,64,1.0,1.0,29.2,0.0,2025-09-30,5,21,2,1,1,10,4,8,2025-09-30,new_launch,25,medium,Not enrolled,Dry,375
CUST00973,2024-08-30,Tier 2,18-24,Organic,Silver,Skin Care,Combination,No,2025-09-30,0,validation,7,2980.9700000000003,425.8528571428572,0.27285714285714285,0.0,0,3.4285714285714284,3,2025-09-08,22,2.0,0.5,15.3,0.5,2025-09-30,4,13,1,0,1,0,0,4,2025-09-30,none,0,low,Silver,Combination,396
CUST00974,2024-12-09,Tier 3,45+,Google Search,Gold,Skin Care,Oily,Yes,2025-09-30,0,train,5,3559.55,711.9100000000001,0.264,0.2,1,4.0,2,2025-07-13,79,2.0,1.0,41.8,0.5,2025-09-30,11,56,6,1,2,8,0,12,2025-09-30,free_shipping,18,high,Gold,Oily,295
CUST00975,2024-01-27,Tier 1,18-24,Google Search,Silver,Makeup,Normal,Yes,2025-09-30,0,test,4,2517.6099999999997,629.4024999999999,0.3075,0.0,0,4.25,3,2025-08-11,50,0.0,0.0,0.0,0.0,2025-09-30,11,50,6,2,1,6,0,4,2025-09-30,free_shipping,18,medium,Silver,Normal,612
CUST00976,2024-06-02,Tier 3,25-34,Instagram,,Wellness,Dry,Yes,2025-09-30,0,test,7,5735.389999999999,819.3414285714285,0.33,0.14285714285714285,1,3.4285714285714284,5,2025-09-25,5,2.0,1.0,24.650000000000002,1.0,2025-09-30,9,26,4,0,2,6,3,4,2025-09-30,bundle_discount,25,low,Not enrolled,Dry,485
CUST00977,2025-07-05,Tier 3,35-44,Referral,,Hair Care,Normal,Yes,2025-09-30,0,train,2,1375.4499999999998,687.7249999999999,0.255,0.0,0,4.0,2,2025-09-25,5,0.0,0.0,0.0,0.0,2025-09-30,9,32,1,2,0,4,2,8,2025-09-30,none,18,low,Not enrolled,Normal,87
CUST00978,2024-09-06,Tier 3,25-34,Influencer,,Hair Care,Oily,Yes,2025-09-30,1,train,1,725.16,725.16,0.38,0.0,0,3.0,1,2024-11-27,307,1.0,1.0,8.7,0.0,2025-09-30,0,0,0,0,0,0,0,56,2025-09-30,bundle_discount,25,high,Not enrolled,Oily,389
CUST00979,2024-03-22,Tier 2,25-34,Influencer,Silver,Baby Care,Combination,No,2025-09-30,1,train,8,6304.8099999999995,788.1012499999999,0.27999999999999997,0.0,0,3.25,5,2025-06-19,103,1.0,1.0,1.0,0.0,2025-09-30,5,23,1,0,0,0,0,28,2025-09-30,free_shipping,40,high,Silver,Combination,557
CUST00980,2025-07-04,Tier 3,25-34,Marketplace,Silver,Baby Care,Sensitive,Yes,2025-09-30,1,test,1,492.33,492.33,0.26,0.0,0,5.0,1,2025-07-11,81,0.0,0.0,0.0,0.0,2025-09-30,4,21,2,0,0,8,1,21,2025-09-30,bundle_discount,12,high,Silver,Sensitive,88
CUST00981,2024-05-31,Tier 2,25-34,Organic,Gold,Fragrance,Oily,Yes,2025-09-30,0,validation,8,6263.0,782.875,0.31125,0.0,0,4.75,5,2025-06-19,103,1.0,1.0,29.4,0.0,2025-09-30,6,16,3,1,2,1,0,22,2025-09-30,bundle_discount,40,high,Gold,Oily,487
CUST00982,2025-04-26,Tier 1,35-44,Instagram,,Makeup,Oily,Yes,2025-09-30,0,validation,4,1862.8899999999999,465.72249999999997,0.32999999999999996,0.0,0,3.75,3,2025-07-02,90,3.0,1.0,20.633333333333333,0.0,2025-09-30,4,17,2,1,1,4,2,11,2025-09-30,welcome_offer,12,high,Not enrolled,Oily,157
CUST00983,2024-12-28,Tier 2,18-24,Google Search,,Hair Care,Sensitive,Yes,2025-09-30,1,validation,2,1982.29,991.145,0.10500000000000001,0.0,0,5.0,2,2025-01-17,256,1.0,0.0,7.4,0.0,2025-09-30,1,4,0,0,0,0,0,43,2025-09-30,welcome_offer,12,high,Not enrolled,Sensitive,276
CUST00984,2024-12-29,Tier 3,45+,Marketplace,Silver,Hair Care,Combination,Yes,2025-09-30,0,train,2,1055.25,527.625,0.22999999999999998,0.0,0,3.5,1,2025-08-17,44,0.0,0.0,0.0,0.0,2025-09-30,3,9,1,0,0,2,0,3,2025-09-30,free_shipping,12,medium,Silver,Combination,275
CUST00985,2025-06-05,Tier 3,18-24,Marketplace,,Baby Care,Combination,Yes,2025-09-30,1,train,1,734.6,734.6,0.15,0.0,0,5.0,1,2025-07-07,85,1.0,1.0,37.0,0.0,2025-09-30,5,18,0,1,0,0,0,20,2025-09-30,none,0,high,Not enrolled,Combination,117
CUST00986,2024-04-09,Tier 2,25-34,Instagram,,Baby Care,Normal,No,2025-09-30,0,train,5,3357.17,671.434,0.33799999999999997,0.0,0,3.6,3,2025-07-30,62,0.0,0.0,0.0,0.0,2025-09-30,1,4,0,0,0,0,0,3,2025-09-30,none,18,medium,Not enrolled,Normal,539
CUST00987,2024-07-01,Tier 1,45+,Influencer,Gold,Makeup,Combination,Yes,2025-09-30,0,train,5,5784.1,1156.8200000000002,0.3,0.0,0,3.6,3,2025-09-23,7,1.0,1.0,33.0,0.0,2025-09-30,2,11,1,0,0,0,0,0,2025-09-30,bundle_discount,18,medium,Gold,Combination,456
CUST00988,2024-10-18,Tier 1,18-24,Referral,,Skin Care,Sensitive,No,2025-09-30,0,test,6,4188.58,698.0966666666667,0.18666666666666668,0.0,0,4.666666666666667,3,2025-09-27,3,0.0,0.0,0.0,0.0,2025-09-30,3,13,1,1,0,0,0,1,2025-09-30,welcome_offer,0,low,Not enrolled,Sensitive,347
CUST00989,2024-05-24,Tier 2,18-24,Referral,,Baby Care,Oily,No,2025-09-30,1,train,5,4165.87,833.174,0.22999999999999998,0.0,0,3.8,2,2025-04-25,158,0.0,0.0,0.0,0.0,2025-09-30,0,0,0,0,0,0,0,47,2025-09-30,new_launch,0,high,Not enrolled,Oily,494
CUST00990,2024-01-27,Tier 1,25-34,Influencer,,Hair Care,Dry,No,2025-09-30,0,validation,8,6096.85,762.10625,0.31125,0.125,1,3.625,4,2025-04-16,167,2.0,1.0,31.4,0.5,2025-09-30,6,30,1,1,1,0,0,37,2025-09-30,none,18,high,Not enrolled,Dry,612
CUST00991,2024-05-02,Tier 2,25-34,Google Search,Gold,Wellness,,Yes,2025-09-30,0,train,11,11394.83,1035.8936363636365,0.24181818181818182,0.0,0,4.454545454545454,6,2025-08-20,41,2.0,1.0,36.6,0.5,2025-09-30,9,41,2,3,1,9,1,16,2025-09-30,new_launch,25,medium,Gold,Missing,516
CUST00992,2024-08-15,Tier 1,35-44,Referral,,Baby Care,Normal,Yes,2025-09-30,1,train,5,4442.45,888.49,0.322,0.0,0,3.6,5,2025-01-01,272,0.0,0.0,0.0,0.0,2025-09-30,6,15,2,1,1,9,3,46,2025-09-30,free_shipping,12,high,Not enrolled,Normal,411
CUST00993,2024-02-09,Tier 3,25-34,Organic,,Fragrance,,No,2025-09-30,1,validation,7,6785.33,969.3328571428572,0.10714285714285714,0.0,0,3.857142857142857,5,2025-04-19,164,1.0,0.0,27.6,0.0,2025-09-30,1,3,1,0,0,0,0,39,2025-09-30,none,18,high,Not enrolled,Missing,599
CUST00994,2024-09-08,Tier 1,18-24,Influencer,Silver,Skin Care,Dry,Yes,2025-09-30,0,train,5,4659.69,931.9379999999999,0.366,0.0,0,3.2,3,2025-08-09,52,0.0,0.0,0.0,0.0,2025-09-30,8,43,4,1,2,4,1,5,2025-09-30,new_launch,0,medium,Silver,Dry,387
CUST00995,2024-03-31,Tier 3,45+,Marketplace,,Skin Care,Normal,Yes,2025-09-30,1,test,4,2523.84,630.96,0.33,0.0,0,3.75,2,2025-04-24,159,0.0,0.0,0.0,0.0,2025-09-30,6,18,1,2,0,2,1,33,2025-09-30,free_shipping,18,high,Not enrolled,Normal,548
CUST00996,2025-01-24,Tier 1,25-34,Google Search,,Wellness,Sensitive,No,2025-09-30,0,validation,6,3267.7200000000003,544.62,0.17833333333333334,0.0,0,3.3333333333333335,3,2025-09-22,8,3.0,0.6666666666666666,5.533333333333334,0.0,2025-09-30,14,60,1,1,1,0,0,3,2025-09-30,bundle_discount,40,medium,Not enrolled,Sensitive,249
CUST00997,2025-02-05,Tier 2,25-34,Google Search,,Wellness,Sensitive,Yes,2025-09-30,1,train,1,325.85,325.85,0.33,0.0,0,5.0,1,2025-04-03,180,1.0,1.0,30.6,0.0,2025-09-30,4,20,1,1,1,2,1,36,2025-09-30,none,12,high,Not enrolled,Sensitive,237
CUST00998,2024-06-29,Tier 1,25-34,Instagram,Silver,Makeup,Combination,No,2025-09-30,0,train,4,3519.26,879.815,0.2,0.0,0,4.25,3,2025-07-29,63,0.0,0.0,0.0,0.0,2025-09-30,6,23,1,1,1,0,0,23,2025-09-30,new_launch,40,medium,Silver,Combination,458
CUST00999,2024-01-30,Tier 2,25-34,Organic,Silver,Skin Care,Sensitive,Yes,2025-09-30,1,validation,7,4930.56,704.3657142857144,0.30428571428571427,0.0,0,4.428571428571429,4,2025-05-05,148,2.0,0.5,9.55,0.0,2025-09-30,0,0,0,0,0,2,1,28,2025-09-30,none,18,high,Silver,Sensitive,609
CUST01000,2025-02-12,Tier 1,25-34,Referral,,Baby Care,Oily,Yes,2025-09-30,0,train,3,2789.66,929.8866666666667,0.3066666666666667,0.0,0,4.0,3,2025-08-09,52,1.0,1.0,22.6,0.0,2025-09-30,3,16,1,1,0,1,0,19,2025-09-30,new_launch,0,medium,Not enrolled,Oily,230
CUST01001,2024-07-30,Tier 1,35-44,Influencer,Silver,Skin Care,Normal,Yes,2025-09-30,1,train,5,4064.54,812.908,0.22800000000000004,0.0,0,3.6,2,2024-11-21,313,0.0,0.0,0.0,0.0,2025-09-30,1,5,0,0,0,6,2,57,2025-09-30,free_shipping,25,high,Silver,Normal,427
CUST01002,2024-12-07,Tier 2,45+,Referral,Silver,Hair Care,Sensitive,Yes,2025-09-30,0,train,5,2761.33,552.266,0.22199999999999998,0.0,0,3.6,3,2025-07-21,71,0.0,0.0,0.0,0.0,2025-09-30,11,51,2,3,1,6,0,12,2025-09-30,none,18,medium,Silver,Sensitive,297
CUST01003,2024-08-22,Tier 1,25-34,Google Search,,Baby Care,Dry,No,2025-09-30,1,train,1,944.62,944.62,0.32,0.0,0,5.0,1,2025-05-15,138,1.0,1.0,11.4,1.0,2025-09-30,6,32,3,2,2,0,0,43,2025-09-30,free_shipping,18,high,Not enrolled,Dry,404
CUST01004,2024-04-14,Tier 3,25-34,Instagram,,Skin Care,,No,2025-09-30,1,train,7,5599.9,799.9857142857143,0.3385714285714286,0.0,0,4.0,4,2025-02-27,215,1.0,1.0,49.1,0.0,2025-09-30,1,3,0,0,0,0,0,49,2025-09-30,welcome_offer,0,high,Not enrolled,Missing,534
CUST01005,2025-01-21,Tier 1,25-34,Marketplace,,Skin Care,Oily,Yes,2025-09-30,1,train,1,1329.67,1329.67,0.18,0.0,0,4.0,1,2025-05-09,144,1.0,0.0,18.5,0.0,2025-09-30,4,13,1,1,0,2,0,19,2025-09-30,none,18,high,Not enrolled,Oily,252
CUST01006,2025-07-08,Tier 1,25-34,Marketplace,Silver,Skin Care,Normal,No,2025-09-30,0,train,1,404.58,404.58,0.2,0.0,0,5.0,1,2025-09-26,4,0.0,0.0,0.0,0.0,2025-09-30,3,12,2,0,0,0,0,4,2025-09-30,free_shipping,12,low,Silver,Normal,84
CUST01007,2024-11-05,Tier 1,25-34,Google Search,Silver,Hair Care,Sensitive,Yes,2025-09-30,0,train,4,1916.8200000000002,479.20500000000004,0.3125,0.0,0,4.25,3,2025-07-06,86,1.0,1.0,54.7,1.0,2025-09-30,5,22,2,1,1,8,2,9,2025-09-30,bundle_discount,0,high,Silver,Sensitive,329
CUST01008,2024-10-18,Tier 2,45+,Google Search,,Hair Care,Combination,No,2025-09-30,1,train,1,473.15,473.15,0.1,0.0,0,5.0,1,2025-01-04,269,0.0,0.0,0.0,0.0,2025-09-30,1,4,1,0,0,0,0,50,2025-09-30,new_launch,12,high,Not enrolled,Combination,347
CUST01009,2025-08-14,Tier 1,45+,Instagram,,Baby Care,,Yes,2025-09-30,0,train,1,334.39,334.39,0.32,0.0,0,2.0,1,2025-08-20,41,0.0,0.0,0.0,0.0,2025-09-30,7,35,4,2,1,1,0,0,2025-09-30,none,25,medium,Not enrolled,Missing,47
CUST01010,2025-07-28,Tier 3,18-24,Referral,,Skin Care,Normal,No,2025-09-30,0,train,1,531.29,531.29,0.25,0.0,0,2.0,1,2025-09-08,22,0.0,0.0,0.0,0.0,2025-09-30,3,17,1,0,0,0,0,0,2025-09-30,welcome_offer,18,low,Not enrolled,Normal,64
CUST01011,2024-03-01,Tier 1,35-44,Google Search,,Skin Care,Sensitive,Yes,2025-09-30,1,validation,4,1951.66,487.915,0.265,0.0,0,4.25,3,2024-09-30,365,0.0,0.0,0.0,0.0,2025-09-30,4,23,1,1,0,1,0,60,2025-09-30,bundle_discount,12,high,Not enrolled,Sensitive,578
